Iamps = 126,	r0 = 0.2,	Nz = 401,	Leff = 0.641003
p0	0.26746	0.00029
p1	3.97503	0.00052
p2	-0.62904	0.00140
p3	0.48248	0.00245
p4	-0.28002	0.00271
p5	0.09883	0.00152
p6	0.26757	0.00029
p7	3.97560	0.00053
p8	-0.63302	0.00141
p9	0.47911	0.00246
p10	-0.26306	0.00270
p11	0.08980	0.00151
p12	1.70131	0.00028
