Iamps = 54,	R0 = 0.2,	Nz = 401,	Leff = 0.647199
p0	0.25407	0.00022
p1	4.13735	0.00059
p2	-1.02817	0.00184
p3	0.58408	0.00341
p4	-0.31479	0.00356
p5	0.12759	0.00208
p6	0.25452	0.00022
p7	4.13864	0.00058
p8	-1.04460	0.00184
p9	0.57691	0.00343
p10	-0.25078	0.00357
p11	0.09102	0.00205
p12	0.88108	0.00010
