      z,       b_n0_Re,       b_n0_Im
             -1,     0.00224565,    3.44658e-18 
         -0.995,     0.00234572,    1.00204e-18 
          -0.99,     0.00244913,    1.07722e-20 
         -0.985,     0.00255505,   -2.50353e-18 
          -0.98,     0.00266268,     1.6792e-19 
         -0.975,     0.00277122,    6.73154e-18 
          -0.97,     0.00287992,   -2.65794e-18 
         -0.965,       0.002988,   -1.39621e-18 
          -0.96,     0.00309476,    6.80888e-19 
         -0.955,     0.00319948,   -8.29102e-19 
          -0.95,     0.00330152,   -7.16741e-18 
         -0.945,     0.00340027,    4.01186e-18 
          -0.94,     0.00349516,   -6.11748e-18 
         -0.935,      0.0035857,    3.42408e-19 
          -0.93,     0.00367145,   -2.89496e-18 
         -0.925,     0.00375206,   -6.36584e-18 
          -0.92,     0.00382726,    6.15122e-18 
         -0.915,     0.00389687,     1.0466e-17 
          -0.91,     0.00396085,   -3.37209e-19 
         -0.905,     0.00401923,   -3.14632e-18 
           -0.9,     0.00407222,    1.06201e-17 
         -0.895,     0.00412016,    2.06834e-18 
          -0.89,     0.00416354,    -1.3273e-18 
         -0.885,     0.00420304,    3.39384e-18 
          -0.88,     0.00423953,    8.24854e-18 
         -0.875,     0.00427408,   -3.13539e-19 
          -0.87,     0.00430798,     1.0413e-17 
         -0.865,     0.00434275,    1.24911e-17 
          -0.86,     0.00438018,    9.82794e-18 
         -0.855,     0.00442228,   -2.61659e-18 
          -0.85,     0.00447137,   -6.48587e-18 
         -0.845,     0.00453001,   -5.64833e-19 
          -0.84,     0.00460106,    6.10343e-18 
         -0.835,     0.00468767,     -8.256e-18 
          -0.83,     0.00479327,   -6.42031e-19 
         -0.825,     0.00492158,    1.51893e-17 
          -0.82,     0.00507657,   -2.72818e-18 
         -0.815,     0.00526251,    1.64764e-17 
          -0.81,      0.0054839,    -7.3933e-18 
         -0.805,     0.00574549,   -1.73798e-17 
           -0.8,     0.00605221,    1.98704e-17 
         -0.795,     0.00640922,    7.46811e-18 
          -0.79,      0.0068218,   -2.02535e-17 
         -0.785,     0.00729538,    8.02399e-18 
          -0.78,     0.00783546,   -9.50466e-19 
         -0.775,     0.00844763,   -9.25213e-18 
          -0.77,     0.00913746,    8.26941e-18 
         -0.765,     0.00991053,    1.08289e-17 
          -0.76,      0.0107724,   -7.87736e-18 
         -0.755,      0.0117284,    5.57119e-18 
          -0.75,      0.0127839,   -1.17589e-17 
         -0.745,       0.013944,   -4.56276e-19 
          -0.74,      0.0152137,    2.47951e-17 
         -0.735,      0.0165978,    7.61067e-18 
          -0.73,      0.0181007,   -2.76198e-17 
         -0.725,      0.0197267,    1.61929e-17 
          -0.72,      0.0214799,   -1.11745e-17 
         -0.715,      0.0233641,   -3.42682e-18 
          -0.71,      0.0253826,   -3.05485e-18 
         -0.705,      0.0275389,   -2.76068e-17 
           -0.7,       0.029836,    2.09902e-18 
         -0.695,      0.0322766,   -2.60256e-17 
          -0.69,      0.0348635,   -1.27797e-17 
         -0.685,       0.037599,   -2.24699e-17 
          -0.68,      0.0404857,   -1.42121e-17 
         -0.675,      0.0435257,    1.35768e-17 
          -0.67,      0.0467214,   -2.07796e-17 
         -0.665,      0.0500749,   -8.49844e-19 
          -0.66,      0.0535888,   -1.08738e-17 
         -0.655,      0.0572652,   -1.11907e-17 
