      z,       a_n0_Re,       a_n0_Im
             -1   -2.31085e-14   -3.99148e-27 
         -0.995   -3.47763e-14   -6.65245e-27 
          -0.99   -5.07331e-14    8.24446e-27 
         -0.985   -7.19934e-14   -1.68882e-27 
          -0.98   -9.96366e-14    2.11536e-27 
         -0.975   -1.34755e-13    2.85219e-27 
          -0.97   -1.78387e-13   -4.69051e-27 
         -0.965   -2.31433e-13    3.81084e-27 
          -0.96   -2.94567e-13   -8.33495e-27 
         -0.955   -3.68142e-13     9.6449e-28 
          -0.95   -4.52099e-13   -6.15455e-27 
         -0.945   -5.45891e-13    3.76601e-27 
          -0.94   -6.48438e-13   -3.19377e-29 
         -0.935   -7.58103e-13    4.06787e-27 
          -0.93   -8.72717e-13   -4.62032e-28 
         -0.925   -9.89638e-13    -2.7842e-27 
          -0.92   -1.10585e-12    5.45454e-28 
         -0.915   -1.21811e-12     2.2534e-27 
          -0.91   -1.32307e-12    6.09386e-27 
         -0.905   -1.41745e-12    9.79398e-29 
           -0.9   -1.49822e-12    7.82674e-27 
         -0.895   -1.56267e-12    1.79346e-27 
          -0.89   -1.60855e-12   -4.11259e-27 
         -0.885   -1.63409e-12    5.84926e-28 
          -0.88   -1.63805e-12     3.8375e-27 
         -0.875   -1.61961e-12     3.9208e-27 
          -0.87   -1.57834e-12    1.24573e-28 
         -0.865   -1.51409e-12    1.16223e-26 
          -0.86   -1.42678e-12    2.12054e-26 
         -0.855   -1.31631e-12    5.70844e-27 
          -0.85    -1.1824e-12    9.41885e-27 
         -0.845   -1.02437e-12   -2.22167e-27 
          -0.84   -8.41106e-13   -1.43477e-26 
         -0.835   -6.30896e-13    4.02146e-27 
          -0.83   -3.91392e-13   -1.32561e-26 
         -0.825   -1.19594e-13   -1.64199e-26 
          -0.82    1.88114e-13    1.25798e-27 
         -0.815    5.35858e-13    1.74973e-26 
          -0.81    9.28112e-13   -2.61834e-27 
         -0.805    1.36946e-12   -2.50822e-26 
           -0.8     1.8643e-12    7.63308e-27 
         -0.795    2.41645e-12   -5.06816e-27 
          -0.79    3.02875e-12    5.57482e-27 
