      z,       b_n0_Re,       b_n0_Im
             -1,   -1.77379e-08,   -4.33209e-25 
         -0.995,   -1.84456e-08,   -6.14953e-25 
          -0.99,   -1.89024e-08,   -4.52575e-25 
         -0.985,   -1.90612e-08,    2.12508e-25 
          -0.98,   -1.88919e-08,    3.60216e-25 
         -0.975,   -1.83849e-08,   -4.91899e-25 
          -0.97,    -1.7554e-08,    3.81582e-25 
         -0.965,    -1.6438e-08,   -2.29482e-25 
          -0.96,   -1.51001e-08,    2.99095e-25 
         -0.955,   -1.36246e-08,    2.43117e-25 
          -0.95,   -1.21124e-08,    7.21529e-26 
         -0.945,   -1.06738e-08,    4.86121e-26 
          -0.94,   -9.41942e-09,   -3.98328e-25 
         -0.935,   -8.45083e-09,   -1.17803e-24 
          -0.93,   -7.85145e-09,    5.05192e-25 
         -0.925,   -7.67854e-09,   -2.00081e-25 
          -0.92,   -7.95787e-09,    4.69959e-25 
         -0.915,   -8.68168e-09,    6.04082e-26 
          -0.91,   -9.81041e-09,      6.026e-25 
         -0.905,   -1.12777e-08,   -6.35662e-25 
           -0.9,   -1.29986e-08,   -1.79185e-24 
         -0.895,   -1.48783e-08,    3.47505e-25 
          -0.89,   -1.68223e-08,   -4.96141e-25 
         -0.885,   -1.87437e-08,    5.55721e-25 
          -0.88,   -2.05687e-08,    1.13343e-26 
         -0.875,   -2.22388e-08,    5.71385e-25 
          -0.87,   -2.37094e-08,    -1.8301e-24 
         -0.865,   -2.49462e-08,    1.18453e-24 
          -0.86,   -2.59192e-08,   -6.88523e-26 
         -0.855,   -2.65974e-08,   -1.07125e-25 
          -0.85,   -2.69443e-08,    4.11259e-25 
         -0.845,   -2.69152e-08,   -1.98847e-25 
          -0.84,   -2.64584e-08,    2.52873e-25 
         -0.835,   -2.55187e-08,   -1.66773e-24 
          -0.83,   -2.40444e-08,   -2.07664e-24 
         -0.825,   -2.19953e-08,     3.7296e-25 
          -0.82,   -1.93519e-08,    9.51442e-25 
         -0.815,   -1.61236e-08,   -3.78993e-25 
          -0.81,   -1.23539e-08,   -2.26529e-24 
         -0.805,   -8.12247e-09,   -1.52302e-24 
           -0.8,   -3.54356e-09,   -2.76499e-24 
         -0.795,    1.24085e-09,   -1.08117e-24 
          -0.79,    6.07061e-09,   -3.17967e-24 
