      z,       b_n0_Re,       b_n0_Im
             -1,    9.17779e-14,    5.59409e-27 
         -0.995,     9.0944e-14,    1.19816e-27 
          -0.99,    8.60446e-14,     1.0718e-27 
         -0.985,    7.57399e-14,    1.04706e-27 
          -0.98,    5.85648e-14,    3.18815e-27 
         -0.975,    3.29943e-14,   -7.93916e-27 
          -0.97,   -2.46294e-15,    2.33769e-27 
         -0.965,   -4.91442e-14,   -2.02219e-27 
          -0.96,   -1.08092e-13,    3.46907e-27 
         -0.955,   -1.79902e-13,   -2.73918e-27 
          -0.95,   -2.64581e-13,    3.80675e-27 
         -0.945,    -3.6142e-13,    8.62849e-27 
          -0.94,   -4.68925e-13,   -6.05188e-27 
         -0.935,   -5.84791e-13,    1.16164e-27 
          -0.93,   -7.05963e-13,   -1.44734e-27 
         -0.925,   -8.28767e-13,   -1.15688e-27 
          -0.92,   -9.49108e-13,    -5.8127e-27 
         -0.915,   -1.06272e-12,   -5.74081e-28 
          -0.91,   -1.16547e-12,    3.99744e-27 
         -0.905,   -1.25358e-12,    3.22002e-27 
           -0.9,   -1.32394e-12,   -2.49482e-27 
         -0.895,   -1.37424e-12,   -1.56343e-26 
          -0.89,   -1.40311e-12,   -1.01887e-26 
         -0.885,   -1.41012e-12,   -9.53591e-27 
          -0.88,   -1.39575e-12,    1.02823e-26 
         -0.875,   -1.36122e-12,    6.33895e-27 
          -0.87,    -1.3083e-12,   -2.01361e-26 
         -0.865,   -1.23909e-12,    4.55213e-27 
          -0.86,   -1.15577e-12,   -4.68297e-27 
         -0.855,   -1.06036e-12,    4.62904e-27 
          -0.85,   -9.54483e-13,   -5.94404e-27 
         -0.845,   -8.39167e-13,    1.97065e-26 
          -0.84,   -7.14704e-13,   -9.18986e-27 
         -0.835,   -5.80529e-13,   -8.87441e-27 
          -0.83,   -4.35151e-13,    5.99481e-27 
         -0.825,   -2.76132e-13,   -2.80205e-27 
          -0.82,   -1.00116e-13,    1.37884e-26 
         -0.815,    9.70938e-14,   -1.81465e-26 
          -0.81,    3.20399e-13,   -1.73139e-27 
         -0.805,    5.75208e-13,   -2.52174e-27 
           -0.8,    8.67171e-13,   -6.38894e-27 
         -0.795,    1.20185e-12,   -1.16615e-26 
          -0.79,     1.5843e-12,   -3.48281e-27 
         -0.785,    2.01864e-12,   -1.21859e-26 
          -0.78,    2.50752e-12,    1.00579e-26 
         -0.775,    3.05166e-12,   -5.45043e-30 
          -0.77,    3.64933e-12,   -1.77026e-27 
         -0.765,    4.29602e-12,   -1.64444e-27 
          -0.76,    4.98417e-12,    1.90788e-27 
         -0.755,    5.70319e-12,   -8.20842e-27 
          -0.75,    6.43959e-12,   -3.28616e-27 
         -0.745,    7.17754e-12,    9.26377e-27 
          -0.74,    7.89957e-12,    1.89295e-27 
         -0.735,    8.58754e-12,    9.74168e-27 
          -0.73,    9.22377e-12,    5.71804e-27 
         -0.725,    9.79219e-12,    2.18381e-27 
          -0.72,    1.02795e-11,    6.54262e-27 
         -0.715,     1.0676e-11,   -5.12862e-28 
          -0.71,    1.09764e-11,   -4.13113e-27 
         -0.705,      1.118e-11,    2.26841e-27 
           -0.7,    1.12907e-11,   -2.27069e-27 
         -0.695,    1.13166e-11,    4.53267e-27 
          -0.69,    1.12694e-11,   -1.00714e-26 
         -0.685,    1.11633e-11,    -2.9011e-27 
          -0.68,    1.10143e-11,   -4.20028e-27 
         -0.675,    1.08389e-11,   -4.18857e-27 
          -0.67,    1.06535e-11,   -2.27387e-27 
         -0.665,    1.04734e-11,   -4.68267e-27 
          -0.66,    1.03121e-11,   -4.35798e-28 
         -0.655,    1.01811e-11,   -3.02778e-27 
          -0.65,    1.00897e-11,    4.45349e-27 
         -0.645,    1.00449e-11,    1.09271e-27 
          -0.64,    1.00516e-11,    4.31847e-27 
         -0.635,    1.01124e-11,    6.11733e-28 
          -0.63,    1.02285e-11,    4.43831e-28 
         -0.625,    1.03999e-11,    -4.1526e-27 
          -0.62,    1.06252e-11,    2.44141e-28 
         -0.615,    1.09025e-11,    5.83985e-27 
          -0.61,    1.12293e-11,    3.10131e-27 
         -0.605,    1.16031e-11,    9.48457e-28 
           -0.6,    1.20211e-11,    1.76456e-27 
         -0.595,    1.24808e-11,    2.28346e-27 
          -0.59,    1.29798e-11,    2.39908e-27 
         -0.585,     1.3516e-11,   -2.06909e-27 
          -0.58,    1.40876e-11,   -1.52015e-27 
         -0.575,     1.4693e-11,    9.27226e-28 
          -0.57,    1.53312e-11,    -3.2799e-28 
         -0.565,    1.60012e-11,    2.57796e-27 
          -0.56,    1.67024e-11,    1.93878e-28 
         -0.555,    1.74344e-11,   -2.24233e-27 
          -0.55,     1.8197e-11,    3.32284e-27 
         -0.545,    1.89902e-11,    4.51893e-27 
          -0.54,    1.98137e-11,    5.49035e-27 
         -0.535,    2.06676e-11,    1.05275e-27 
          -0.53,    2.15516e-11,   -4.71172e-27 
         -0.525,    2.24652e-11,   -5.10951e-27 
          -0.52,    2.34075e-11,    2.18684e-27 
         -0.515,     2.4377e-11,   -1.73652e-27 
          -0.51,    2.53716e-11,    1.50625e-27 
         -0.505,    2.63878e-11,    3.41421e-27 
           -0.5,    2.74211e-11,    5.54076e-27 
