      z,       a_n0_Re,       a_n0_Im
             -1    3.65394e-14   -9.38404e-27 
         -0.995    5.61079e-14   -8.61334e-27 
          -0.99    8.33035e-14    3.35984e-27 
         -0.985     1.2008e-13    9.26557e-27 
          -0.98    1.68552e-13    8.75203e-27 
         -0.975    2.30895e-13    4.37493e-27 
          -0.97    3.09203e-13   -6.93317e-27 
         -0.965    4.05321e-13    5.09111e-27 
          -0.96    5.20641e-13    -2.2516e-27 
         -0.955      6.559e-13   -7.36679e-28 
          -0.95    8.10975e-13    3.86218e-27 
         -0.945    9.84726e-13    4.94631e-27 
          -0.94    1.17488e-12    -8.6726e-28 
         -0.935    1.37801e-12   -2.68062e-27 
          -0.93    1.58959e-12   -8.29207e-28 
         -0.925    1.80417e-12   -4.93712e-27 
          -0.92    2.01564e-12   -1.95075e-27 
         -0.915    2.21753e-12    5.31515e-27 
          -0.91    2.40341e-12     9.3801e-28 
         -0.905    2.56726e-12   -4.72209e-28 
           -0.9    2.70381e-12   -1.22487e-26 
         -0.895    2.80886e-12    5.38354e-28 
          -0.89    2.87943e-12    1.36025e-26 
         -0.885    2.91391e-12   -8.27519e-27 
          -0.88    2.91198e-12    7.52372e-27 
         -0.875    2.87453e-12   -2.90986e-28 
          -0.87    2.80347e-12   -7.90005e-27 
         -0.865     2.7014e-12    -1.3042e-28 
          -0.86    2.57136e-12   -2.30298e-27 
         -0.855     2.4165e-12    1.38335e-27 
          -0.85    2.23977e-12   -2.46491e-26 
         -0.845    2.04361e-12    1.09594e-26 
          -0.84     1.8298e-12    2.17455e-26 
         -0.835    1.59921e-12    9.43308e-27 
          -0.83    1.35172e-12   -1.12086e-26 
         -0.825    1.08616e-12   -1.07829e-27 
          -0.82    8.00345e-13    9.21848e-27 
         -0.815    4.91174e-13    2.03872e-27 
          -0.81    1.54767e-13    1.59598e-27 
         -0.805   -2.13271e-13    5.94152e-27 
           -0.8    -6.1755e-13    8.61103e-27 
         -0.795   -1.06251e-12    1.61091e-26 
          -0.79   -1.55198e-12    1.43492e-26 
         -0.785   -2.08869e-12   -9.71149e-27 
          -0.78   -2.67379e-12   -8.66415e-28 
         -0.775    -3.3063e-12    9.47065e-27 
          -0.77   -3.98274e-12     1.1551e-29 
         -0.765   -4.69676e-12    5.87663e-27 
          -0.76   -5.43896e-12   -1.23109e-26 
         -0.755   -6.19691e-12    -5.4804e-27 
          -0.75   -6.95542e-12    8.97349e-27 
         -0.745   -7.69703e-12   -6.70608e-27 
          -0.74   -8.40272e-12    3.79966e-27 
         -0.735   -9.05293e-12    1.22175e-27 
          -0.73   -9.62857e-12   -9.86956e-30 
         -0.725   -1.01122e-11    2.85592e-27 
          -0.72    -1.0489e-11    2.72563e-27 
         -0.715   -1.07479e-11   -1.96726e-27 
          -0.71   -1.08821e-11   -1.55833e-27 
         -0.705   -1.08894e-11   -9.16783e-27 
           -0.7   -1.07725e-11   -9.04232e-27 
         -0.695   -1.05385e-11    5.80652e-27 
          -0.69   -1.01983e-11   -6.01183e-27 
         -0.685   -9.76608e-12   -4.20626e-27 
          -0.68   -9.25812e-12   -4.60025e-27 
         -0.675   -8.69198e-12    7.45334e-27 
          -0.67   -8.08554e-12   -3.67641e-27 
         -0.665   -7.45612e-12    5.17367e-27 
          -0.66   -6.81982e-12   -6.40764e-27 
         -0.655   -6.19096e-12    3.36137e-27 
          -0.65   -5.58177e-12    4.78969e-27 
         -0.645   -5.00219e-12   -2.71823e-27 
          -0.64   -4.45987e-12    5.06498e-27 
         -0.635   -3.96024e-12    1.90197e-27 
          -0.63   -3.50673e-12     4.7117e-27 
         -0.625   -3.10102e-12   -8.69107e-29 
          -0.62   -2.74331e-12   -2.46184e-27 
         -0.615   -2.43261e-12   -3.65954e-27 
          -0.61   -2.16706e-12    1.33908e-27 
         -0.605   -1.94411e-12   -1.32317e-27 
           -0.6   -1.76082e-12   -1.06614e-27 
         -0.595   -1.61395e-12   -5.59961e-27 
          -0.59   -1.50018e-12    5.61184e-27 
         -0.585   -1.41616e-12    1.03865e-26 
          -0.58   -1.35861e-12   -2.24969e-28 
         -0.575   -1.32431e-12   -4.81832e-28 
          -0.57   -1.31017e-12    3.20815e-27 
         -0.565   -1.31315e-12    3.00557e-27 
          -0.56   -1.33026e-12    5.09369e-28 
         -0.555   -1.35847e-12      7.534e-27 
          -0.55   -1.39466e-12    -2.5554e-27 
         -0.545    -1.4355e-12    2.31754e-27 
          -0.54   -1.47734e-12    -1.0787e-27 
         -0.535   -1.51605e-12    8.82442e-28 
          -0.53   -1.54685e-12   -1.13508e-26 
         -0.525   -1.56411e-12     2.3402e-27 
          -0.52   -1.56114e-12   -1.52737e-27 
         -0.515   -1.52982e-12   -4.30327e-27 
          -0.51   -1.46038e-12   -3.29562e-27 
         -0.505   -1.34092e-12    1.82581e-27 
           -0.5   -1.15702e-12   -4.96556e-27 
         -0.495   -8.91195e-13   -1.28129e-27 
          -0.49   -5.22342e-13   -3.81273e-27 
         -0.485   -2.50468e-14   -9.94288e-27 
          -0.48    6.31115e-13     6.3009e-28 
         -0.475    1.48237e-12   -2.15306e-27 
          -0.47    2.57158e-12    4.38485e-27 
         -0.465    3.94905e-12   -1.82123e-27 
          -0.46    5.67335e-12   -1.36848e-27 
         -0.455    7.81202e-12   -2.16824e-27 
          -0.45     1.0442e-11    5.48398e-27 
         -0.445    1.36501e-11   -7.28255e-27 
          -0.44    1.75322e-11   -2.93012e-28 
         -0.435    2.21932e-11   -1.91796e-27 
          -0.43    2.77449e-11   -5.64319e-27 
         -0.425    3.43033e-11   -9.21003e-27 
          -0.42    4.19856e-11    4.02197e-27 
         -0.415    5.09043e-11    3.34843e-27 
          -0.41    6.11617e-11    1.38546e-27 
         -0.405    7.28414e-11   -1.18843e-26 
           -0.4    8.59998e-11    3.42565e-27 
         -0.395    1.00656e-10   -2.11467e-26 
          -0.39    1.16781e-10   -4.40176e-27 
         -0.385     1.3429e-10   -2.54662e-27 
          -0.38    1.53028e-10    4.28346e-27 
         -0.375     1.7277e-10   -1.17485e-27 
          -0.37    1.93213e-10    -1.6607e-26 
         -0.365    2.13976e-10    1.69236e-27 
          -0.36    2.34612e-10    3.20187e-27 
         -0.355    2.54612e-10    3.66197e-27 
          -0.35     2.7343e-10   -8.95904e-28 
         -0.345    2.90501e-10   -5.54652e-27 
          -0.34    3.05272e-10   -1.05969e-26 
         -0.335    3.17227e-10   -2.46389e-28 
          -0.33    3.25923e-10    4.18199e-27 
         -0.325     3.3101e-10   -4.44357e-27 
          -0.32    3.32255e-10   -3.10189e-27 
         -0.315    3.29555e-10    1.44604e-26 
          -0.31    3.22943e-10    -2.5971e-27 
         -0.305    3.12581e-10    7.88244e-27 
           -0.3    2.98743e-10    1.03627e-26 
         -0.295    2.81798e-10    1.37053e-26 
          -0.29    2.62176e-10   -1.51271e-26 
         -0.285     2.4034e-10   -2.27046e-27 
          -0.28    2.16754e-10    3.65188e-27 
         -0.275     1.9185e-10    8.82565e-27 
          -0.27    1.66003e-10   -2.90401e-26 
         -0.265    1.39513e-10    1.81165e-26 
          -0.26    1.12585e-10    2.25569e-26 
         -0.255    8.53237e-11   -1.66133e-26 
          -0.25    5.77278e-11    2.37444e-26 
         -0.245    2.96947e-11   -1.90524e-26 
          -0.24    1.02667e-12    1.58604e-26 
         -0.235    -2.8558e-11   -9.43319e-27 
          -0.23     -5.941e-11   -1.87097e-26 
         -0.225   -9.19304e-11     1.0927e-27 
          -0.22    -1.2655e-10    2.33972e-26 
         -0.215   -1.63704e-10   -2.75504e-26 
          -0.21   -2.03806e-10   -4.46754e-27 
         -0.205   -2.47216e-10   -2.07437e-26 
           -0.2    -2.9421e-10   -4.04999e-26 
         -0.195   -3.44946e-10   -1.92332e-26 
          -0.19    -3.9943e-10    8.68021e-27 
         -0.185   -4.57483e-10   -5.84187e-27 
          -0.18   -5.18715e-10    4.53475e-26 
         -0.175   -5.82506e-10   -3.35652e-27 
          -0.17   -6.47995e-10    5.07916e-27 
         -0.165   -7.14085e-10    3.03678e-27 
          -0.16   -7.79464e-10    4.07306e-27 
         -0.155   -8.42646e-10   -3.56812e-27 
          -0.15   -9.02021e-10   -1.09702e-26 
         -0.145   -9.55933e-10   -1.10809e-27 
          -0.14   -1.00277e-09   -1.70517e-26 
         -0.135   -1.04103e-09    1.10025e-26 
          -0.13   -1.06944e-09    4.37497e-27 
         -0.125   -1.08704e-09   -7.92451e-27 
          -0.12   -1.09321e-09    2.97787e-27 
         -0.115   -1.08777e-09    5.34718e-27 
          -0.11   -1.07092e-09   -1.65047e-26 
         -0.105   -1.04331e-09    3.18055e-26 
           -0.1   -1.00595e-09    2.61061e-27 
         -0.095   -9.60131e-10   -3.42744e-26 
          -0.09   -9.07392e-10   -8.65575e-28 
