      z,       b_n0_Re,       b_n0_Im
             -1,   -5.54373e-07,    2.45786e-21 
         -0.995,   -8.31873e-07,    1.07652e-20 
          -0.99,   -1.17265e-06,    -1.7889e-22 
         -0.985,   -1.58314e-06,    9.59198e-21 
          -0.98,   -2.06975e-06,    -6.5782e-21 
         -0.975,   -2.63882e-06,    9.24923e-21 
          -0.97,   -3.29665e-06,   -1.41297e-20 
         -0.965,   -4.04945e-06,   -2.78914e-20 
          -0.96,   -4.90334e-06,    1.42426e-20 
         -0.955,   -5.86431e-06,   -1.30086e-20 
          -0.95,   -6.93824e-06,    -8.3016e-21 
         -0.945,   -8.13086e-06,    2.63943e-21 
          -0.94,   -9.44772e-06,    4.86817e-20 
         -0.935,   -1.08942e-05,    3.71954e-20 
          -0.93,   -1.24754e-05,   -2.09037e-20 
         -0.925,   -1.41962e-05,    3.43161e-20 
          -0.92,   -1.60612e-05,   -3.87567e-20 
         -0.915,   -1.80748e-05,   -2.24121e-20 
          -0.91,   -2.02409e-05,    6.84993e-21 
         -0.905,   -2.25629e-05,   -1.30981e-20 
           -0.9,   -2.50441e-05,    5.09203e-21 
         -0.895,   -2.76869e-05,   -1.86027e-20 
          -0.89,   -3.04933e-05,   -3.74823e-20 
         -0.885,   -3.34647e-05,   -1.05303e-20 
          -0.88,   -3.66017e-05,   -5.87791e-20 
         -0.875,   -3.99041e-05,   -7.24966e-21 
          -0.87,   -4.33708e-05,    6.73697e-22 
         -0.865,   -4.69997e-05,    2.42025e-20 
          -0.86,   -5.07877e-05,   -1.12704e-20 
         -0.855,   -5.47304e-05,    5.77658e-20 
          -0.85,   -5.88221e-05,     7.2048e-20 
         -0.845,   -6.30557e-05,    3.61924e-20 
          -0.84,   -6.74227e-05,    2.24448e-20 
         -0.835,   -7.19129e-05,    1.07502e-19 
          -0.83,   -7.65143e-05,   -2.01022e-20 
         -0.825,    -8.1213e-05,    5.19543e-20 
          -0.82,   -8.59935e-05,    1.61946e-20 
         -0.815,   -9.08381e-05,    4.95109e-23 
          -0.81,   -9.57269e-05,    7.63135e-20 
         -0.805,   -0.000100638,   -8.05595e-20 
           -0.8,   -0.000105548,    4.96796e-20 
         -0.795,    -0.00011043,    -4.8842e-20 
          -0.79,   -0.000115255,   -1.13356e-19 
         -0.785,   -0.000119994,    5.17457e-20 
          -0.78,   -0.000124614,   -7.62577e-21 
         -0.775,   -0.000129079,   -1.72248e-20 
          -0.77,   -0.000133354,    -1.0134e-19 
         -0.765,     -0.0001374,    3.87886e-21 
          -0.76,   -0.000141176,    4.85455e-20 
         -0.755,   -0.000144642,   -4.27388e-20 
          -0.75,   -0.000147754,    -3.5962e-20 
         -0.745,   -0.000150467,    8.35002e-20 
