      z,       b_n0_Re,       b_n0_Im
             -1,    5.81401e-13,    3.92211e-27 
         -0.995,    6.17368e-13,   -4.11325e-27 
          -0.99,    6.55942e-13,   -9.60604e-28 
         -0.985,    6.97141e-13,    3.06161e-28 
          -0.98,    7.40995e-13,    5.66304e-28 
         -0.975,    7.87538e-13,   -1.39965e-28 
          -0.97,    8.36792e-13,     5.9354e-29 
         -0.965,    8.88754e-13,   -6.40332e-29 
          -0.96,     9.4338e-13,   -1.15597e-27 
         -0.955,    1.00057e-12,    1.72895e-27 
          -0.95,    1.06014e-12,    -1.8761e-27 
         -0.945,    1.12186e-12,    -2.5794e-27 
          -0.94,    1.18536e-12,   -3.70323e-27 
         -0.935,    1.25024e-12,   -1.07525e-27 
          -0.93,    1.31597e-12,   -2.16788e-28 
         -0.925,    1.38201e-12,   -1.28734e-27 
          -0.92,    1.44776e-12,    2.21561e-27 
         -0.915,    1.51262e-12,   -4.08622e-27 
          -0.91,    1.57603e-12,    1.60514e-27 
         -0.905,    1.63753e-12,    1.28105e-27 
           -0.9,    1.69676e-12,    2.37338e-27 
         -0.895,    1.75358e-12,    3.79724e-28 
          -0.89,    1.80806e-12,   -5.71164e-27 
         -0.885,    1.86054e-12,   -8.67544e-28 
          -0.88,    1.91167e-12,   -6.32017e-27 
         -0.875,    1.96247e-12,    4.15072e-27 
          -0.87,    2.01431e-12,   -2.80235e-27 
         -0.865,    2.06897e-12,   -7.84714e-28 
          -0.86,    2.12862e-12,   -5.00444e-28 
         -0.855,    2.19586e-12,    4.63425e-27 
          -0.85,    2.27368e-12,   -5.35227e-27 
         -0.845,    2.36545e-12,    2.05806e-27 
          -0.84,    2.47494e-12,   -5.28342e-27 
         -0.835,     2.6062e-12,    6.04474e-27 
          -0.83,     2.7636e-12,   -2.73605e-27 
         -0.825,    2.95169e-12,    9.76688e-28 
          -0.82,    3.17516e-12,   -2.11967e-27 
         -0.815,    3.43872e-12,    -2.8259e-27 
          -0.81,    3.74699e-12,   -1.56437e-27 
         -0.805,    4.10435e-12,    1.29329e-27 
           -0.8,    4.51478e-12,   -2.08442e-27 
         -0.795,    4.98171e-12,    2.16148e-27 
