Iamps = 162,	r0 = 0.2,	Nz = 401,	Leff = 0.650646
p0	0.25900	0.00037
p1	3.86032	0.00064
p2	-0.53512	0.00163
p3	0.53693	0.00284
p4	-0.33814	0.00316
p5	0.11588	0.00177
p6	0.25896	0.00037
p7	3.86021	0.00064
p8	-0.53343	0.00161
p9	0.53558	0.00285
p10	-0.34093	0.00322
p11	0.11807	0.00179
p12	1.87990	0.00039
