      z,       a_n0_Re,       a_n0_Im
             -1     0.00221563   -1.25478e-20 
         -0.995     0.00217186   -9.55248e-20 
          -0.99     0.00213621   -8.27918e-20 
         -0.985     0.00210909   -9.79404e-20 
          -0.98     0.00209088   -1.01901e-19 
         -0.975     0.00208194    -2.6266e-20 
          -0.97     0.00208266   -9.31235e-20 
         -0.965      0.0020934    1.06399e-19 
          -0.96     0.00211453   -8.76567e-21 
         -0.955     0.00214641   -1.20423e-19 
          -0.95      0.0021894    8.80856e-20 
         -0.945     0.00224388    8.44629e-20 
          -0.94      0.0023102   -3.47543e-20 
         -0.935     0.00238871    5.08392e-20 
          -0.93     0.00247976    5.20823e-20 
         -0.925     0.00258367   -2.21284e-20 
          -0.92     0.00270074    1.01935e-19 
         -0.915     0.00283126   -3.46517e-21 
          -0.91     0.00297545   -1.60053e-19 
         -0.905     0.00313351   -2.42632e-20 
           -0.9     0.00330559   -9.61107e-20 
         -0.895     0.00349175    3.40388e-20 
          -0.89     0.00369199    4.65153e-21 
         -0.885     0.00390624    2.33586e-20 
          -0.88     0.00413433   -4.26805e-20 
         -0.875     0.00437599     3.4129e-20 
          -0.87     0.00463086    8.57831e-20 
         -0.865     0.00489844   -4.75422e-20 
          -0.86     0.00517817   -4.76911e-20 
         -0.855     0.00546934   -2.56346e-20 
          -0.85     0.00577115    2.18289e-19 
         -0.845      0.0060827    1.57457e-19 
          -0.84       0.006403   -3.88262e-20 
         -0.835     0.00673097    1.17581e-19 
          -0.83     0.00706546    9.35668e-20 
         -0.825     0.00740527    6.69057e-20 
          -0.82     0.00774916    5.10369e-20 
         -0.815     0.00809587    8.20327e-20 
          -0.81     0.00844413    1.15676e-19 
         -0.805     0.00879268   -4.02169e-20 
           -0.8     0.00914031    2.19832e-19 
         -0.795     0.00948583   -1.36058e-19 
          -0.79     0.00982812   -2.94118e-20 
         -0.785      0.0101661    1.43037e-19 
          -0.78      0.0104989    1.60857e-19 
         -0.775      0.0108256   -9.01433e-20 
          -0.77      0.0111453    7.48515e-20 
         -0.765      0.0114575    8.18181e-20 
          -0.76      0.0117615    2.02878e-20 
         -0.755      0.0120568   -1.05829e-19 
          -0.75      0.0123431    3.78709e-21 
         -0.745      0.0126199    4.47783e-22 
          -0.74      0.0128872     8.7248e-20 
         -0.735      0.0131447    3.08464e-20 
          -0.73      0.0133924    7.46594e-20 
         -0.725      0.0136303    1.37377e-20 
          -0.72      0.0138583   -1.01377e-20 
         -0.715      0.0140767   -9.93126e-20 
          -0.71      0.0142856    3.03915e-20 
         -0.705       0.014485    8.85197e-20 
           -0.7      0.0146753     6.3465e-20 
         -0.695      0.0148566    1.08333e-19 
          -0.69      0.0150293   -8.46056e-20 
         -0.685      0.0151935    5.62741e-20 
          -0.68      0.0153495    5.97775e-20 
         -0.675      0.0154977    1.30839e-19 
          -0.67      0.0156382   -2.78981e-20 
         -0.665      0.0157714    4.81019e-20 
          -0.66      0.0158975    6.93461e-20 
         -0.655      0.0160169   -3.81043e-20 
          -0.65      0.0161297   -4.29721e-21 
         -0.645      0.0162363   -2.77103e-20 
          -0.64      0.0163368   -8.73186e-20 
         -0.635      0.0164316    8.66135e-20 
          -0.63      0.0165209    7.49946e-20 
         -0.625      0.0166049    1.49442e-19 
          -0.62      0.0166837    -3.4249e-20 
         -0.615      0.0167577   -1.20553e-19 
          -0.61       0.016827   -9.91939e-20 
         -0.605      0.0168917    8.65902e-21 
           -0.6      0.0169521    1.23578e-19 
         -0.595      0.0170084    1.86279e-20 
          -0.59      0.0170607   -7.61837e-20 
         -0.585      0.0171091    1.01024e-19 
          -0.58      0.0171538   -1.67491e-19 
         -0.575      0.0171949   -9.27821e-20 
          -0.57      0.0172326   -1.15346e-19 
         -0.565       0.017267    -3.9438e-20 
          -0.56      0.0172981   -1.63134e-19 
         -0.555      0.0173262   -9.71831e-20 
          -0.55      0.0173512    3.69501e-20 
         -0.545      0.0173734   -7.57437e-21 
          -0.54      0.0173928    9.07493e-21 
         -0.535      0.0174095   -1.23277e-19 
          -0.53      0.0174236    7.79155e-20 
         -0.525      0.0174351    1.67379e-19 
          -0.52      0.0174442   -9.30859e-20 
         -0.515      0.0174509   -1.45296e-19 
          -0.51      0.0174553    8.04514e-20 
         -0.505      0.0174575     7.1557e-20 
           -0.5      0.0174575   -4.74875e-21 
         -0.495      0.0174554   -1.05601e-20 
          -0.49      0.0174513    1.25771e-19 
         -0.485      0.0174452    4.51394e-20 
          -0.48      0.0174372    -1.0217e-19 
         -0.475      0.0174273    1.27996e-20 
          -0.47      0.0174157    3.41658e-20 
         -0.465      0.0174023   -1.35878e-19 
          -0.46      0.0173872    2.33696e-19 
         -0.455      0.0173705    1.33644e-19 
          -0.45      0.0173523     1.5301e-19 
         -0.445      0.0173325    7.00511e-20 
          -0.44      0.0173113   -1.70931e-19 
         -0.435      0.0172887     1.0228e-19 
          -0.43      0.0172647    2.33944e-19 
         -0.425      0.0172394   -8.92745e-20 
          -0.42      0.0172128    4.83612e-20 
         -0.415      0.0171851   -5.78291e-21 
          -0.41      0.0171562   -9.45551e-20 
         -0.405      0.0171262    1.87452e-20 
           -0.4      0.0170952   -8.83588e-20 
         -0.395      0.0170632   -4.98474e-20 
          -0.39      0.0170303     1.6554e-19 
         -0.385      0.0169965   -1.10156e-19 
          -0.38      0.0169619   -7.57923e-20 
         -0.375      0.0169266   -1.38551e-19 
          -0.37      0.0168905    -5.4837e-20 
         -0.365      0.0168538    2.25107e-19 
          -0.36      0.0168165   -1.13086e-19 
         -0.355      0.0167787    8.20348e-20 
          -0.35      0.0167405    -5.0459e-21 
         -0.345      0.0167019   -1.32904e-19 
          -0.34      0.0166629   -3.18422e-20 
         -0.335      0.0166237    1.91205e-19 
          -0.33      0.0165843    9.51222e-20 
         -0.325      0.0165448    1.08764e-20 
          -0.32      0.0165053   -1.43253e-19 
         -0.315      0.0164659    5.17212e-20 
          -0.31      0.0164265   -7.33005e-20 
         -0.305      0.0163874   -8.79132e-20 
           -0.3      0.0163486     7.6229e-20 
         -0.295      0.0163101    5.26478e-20 
          -0.29      0.0162722   -3.27352e-22 
         -0.285      0.0162349   -2.36369e-20 
          -0.28      0.0161982   -1.25644e-20 
         -0.275      0.0161624    5.25764e-20 
          -0.27      0.0161275    3.33404e-19 
         -0.265      0.0160936   -2.59958e-20 
          -0.26      0.0160609   -2.82518e-19 
         -0.255      0.0160295    4.46925e-20 
          -0.25      0.0159995    4.36826e-19 
         -0.245      0.0159711   -2.43673e-19 
          -0.24      0.0159444    1.83201e-19 
         -0.235      0.0159196   -5.83806e-20 
          -0.23      0.0158969    4.52481e-20 
         -0.225      0.0158764    4.81857e-19 
          -0.22      0.0158584    2.03711e-19 
         -0.215      0.0158429   -1.48374e-19 
          -0.21      0.0158302    6.99383e-20 
         -0.205      0.0158205   -1.48787e-19 
           -0.2       0.015814    -2.3303e-19 
         -0.195       0.015811    1.81358e-19 
          -0.19      0.0158116   -2.96516e-20 
         -0.185       0.015816    7.34181e-20 
          -0.18      0.0158246   -1.85431e-20 
         -0.175      0.0158375    2.38829e-19 
          -0.17      0.0158549    1.80329e-19 
         -0.165      0.0158771    2.57502e-19 
          -0.16      0.0159044   -7.13293e-20 
         -0.155      0.0159368   -1.98252e-19 
          -0.15      0.0159747    9.34586e-20 
         -0.145      0.0160182    1.17109e-19 
          -0.14      0.0160675    2.15507e-19 
