      z,       b_n0_Re,       b_n0_Im
           0.19,    1.79533e-05,   -1.54228e-21 
          0.195,    1.90661e-05,    5.25249e-22 
            0.2,     2.0029e-05,    2.43243e-22 
          0.205,    2.08101e-05,    8.50015e-22 
           0.21,    2.13824e-05,     2.1455e-22 
          0.215,    2.17257e-05,    4.31773e-22 
           0.22,    2.18276e-05,    2.48094e-22 
          0.225,    2.16845e-05,   -1.32892e-22 
           0.23,    2.13019e-05,    3.09034e-22 
          0.235,    2.06941e-05,   -7.52436e-22 
           0.24,     1.9883e-05,   -7.21234e-22 
          0.245,    1.88969e-05,    4.39182e-22 
           0.25,    1.77688e-05,   -2.54527e-22 
          0.255,     1.6534e-05,    7.31532e-22 
           0.26,    1.52288e-05,   -1.28538e-21 
          0.265,     1.3888e-05,    5.94485e-22 
           0.27,    1.25441e-05,   -1.39481e-22 
          0.275,    1.12255e-05,   -2.36701e-22 
           0.28,    9.95609e-06,   -5.15462e-22 
          0.285,    8.75485e-06,   -8.04934e-22 
           0.29,    7.63567e-06,    1.24392e-21 
          0.295,     6.6077e-06,    1.87825e-21 
            0.3,     5.6758e-06,    2.85762e-23 
          0.305,    4.84112e-06,    6.51197e-22 
           0.31,    4.10182e-06,   -7.03251e-22 
          0.315,    3.45371e-06,    1.37379e-21 
           0.32,    2.89094e-06,      -1.65e-22 
          0.325,    2.40656e-06,   -2.87918e-22 
           0.33,    1.99303e-06,    2.56189e-22 
          0.335,    1.64264e-06,    -2.7979e-22 
           0.34,     1.3478e-06,   -5.36399e-22 
          0.345,    1.10128e-06,    4.68878e-22 
           0.35,    8.96377e-07,   -4.31837e-22 
          0.355,    7.26987e-07,    7.59644e-22 
           0.36,    5.87651e-07,    1.39175e-22 
          0.365,    4.73562e-07,   -8.11532e-22 
           0.37,    3.80539e-07,    7.61166e-22 
          0.375,    3.04986e-07,   -6.69506e-23 
           0.38,     2.4384e-07,    9.87622e-22 
          0.385,    1.94517e-07,    3.91384e-22 
           0.39,     1.5485e-07,    2.88041e-22 
          0.395,    1.23038e-07,    -2.4325e-22 
            0.4,    9.75892e-08,   -1.14503e-22 
          0.405,    7.72795e-08,   -7.29426e-22 
           0.41,    6.11055e-08,    2.97421e-23 
          0.415,    4.82506e-08,    6.72584e-22 
           0.42,     3.8052e-08,      -4.73e-22 
          0.425,    2.99741e-08,    3.68276e-22 
           0.43,    2.35857e-08,   -3.32686e-22 
          0.435,    1.85404e-08,   -5.30193e-22 
           0.44,    1.45609e-08,   -3.53988e-22 
          0.445,    1.14256e-08,    1.26739e-22 
           0.45,    8.95817e-09,    1.73005e-22 
          0.455,    7.01819e-09,    2.29177e-22 
           0.46,    5.49434e-09,    3.19081e-22 
          0.465,    4.29838e-09,    5.25859e-23 
           0.47,    3.36052e-09,   -9.01519e-23 
          0.475,    2.62562e-09,    2.03252e-22 
           0.48,    2.05016e-09,    2.67619e-22 
          0.485,    1.59988e-09,   -8.00741e-23 
           0.49,    1.24777e-09,    5.38132e-22 
          0.495,    9.72595e-10,   -9.31593e-23 
            0.5,    7.57682e-10,    3.47814e-22 
          0.505,    5.89929e-10,   -2.12845e-22 
           0.51,     4.5906e-10,    1.40755e-22 
          0.515,     3.5702e-10,   -2.23807e-22 
           0.52,    2.77498e-10,    2.47498e-22 
          0.525,    2.15556e-10,   -7.51971e-23 
           0.53,     1.6733e-10,    1.71704e-22 
          0.535,      1.298e-10,   -3.89284e-22 
           0.54,    1.00607e-10,   -7.54464e-22 
          0.545,    7.79094e-11,    6.12227e-22 
           0.55,     6.0269e-11,   -7.85585e-23 
          0.555,    4.65649e-11,    2.32274e-22 
           0.56,    3.59234e-11,   -1.63779e-22 
          0.565,    2.76635e-11,   -1.49551e-22 
           0.57,    2.12549e-11,   -9.35487e-23 
          0.575,    1.62848e-11,    2.37395e-22 
           0.58,    1.24321e-11,   -1.50326e-22 
          0.585,    9.44688e-12,   -1.06408e-22 
           0.59,    7.13487e-12,   -2.44762e-22 
          0.595,    5.34512e-12,    -2.9251e-22 
            0.6,    3.96037e-12,    9.00973e-23 
          0.605,    2.88955e-12,    3.79739e-22 
           0.61,    2.06198e-12,   -3.01708e-23 
          0.615,    1.42282e-12,    -4.7504e-22 
           0.62,    9.29537e-13,   -1.57078e-22 
          0.625,    5.49167e-13,    1.62035e-22 
           0.63,     2.5617e-13,   -4.53118e-22 
          0.635,    3.07702e-14,   -2.67795e-22 
           0.64,   -1.42337e-13,    2.46204e-22 
          0.645,   -2.74985e-13,    4.18345e-22 
           0.65,   -3.76314e-13,   -9.76383e-23 
          0.655,   -4.53377e-13,   -5.52493e-22 
           0.66,   -5.11603e-13,    3.73424e-22 
          0.665,   -5.55163e-13,   -3.70778e-22 
           0.67,   -5.87244e-13,   -7.97962e-23 
          0.675,   -6.10265e-13,   -1.65093e-22 
           0.68,   -6.26046e-13,   -7.50279e-22 
          0.685,   -6.35924e-13,    1.16137e-22 
           0.69,   -6.40855e-13,    3.96975e-23 
          0.695,   -6.41475e-13,   -2.87167e-22 
            0.7,   -6.38156e-13,   -1.56083e-22 
          0.705,   -6.31029e-13,   -7.80324e-23 
           0.71,   -6.20009e-13,    9.09314e-22 
          0.715,    -6.0479e-13,    3.45056e-22 
           0.72,   -5.84846e-13,    1.64262e-22 
          0.725,     -5.594e-13,   -1.43746e-21 
           0.73,     -5.274e-13,   -8.00703e-22 
          0.735,   -4.87462e-13,    -1.7889e-22 
           0.74,   -4.37808e-13,    -2.2059e-22 
          0.745,   -3.76184e-13,    4.33454e-22 
           0.75,   -2.99745e-13,    2.77043e-22 
          0.755,   -2.04925e-13,   -7.47249e-22 
           0.76,   -8.72603e-14,    7.94154e-23 
          0.765,    5.88249e-14,    1.76076e-23 
           0.77,    2.40287e-13,   -1.71975e-22 
          0.775,    4.65798e-13,   -4.97455e-22 
           0.78,    7.46163e-13,    -3.7561e-22 
          0.785,    1.09484e-12,    3.88927e-22 
           0.79,    1.52857e-12,    3.99172e-22 
          0.795,    2.06822e-12,    1.14202e-21 
            0.8,    2.73969e-12,   -6.04049e-23 
          0.805,    3.57524e-12,    -2.0148e-22 
           0.81,    4.61493e-12,    1.61015e-22 
          0.815,    5.90855e-12,   -7.51987e-23 
           0.82,    7.51792e-12,   -1.38362e-22 
          0.825,    9.51977e-12,   -7.89463e-23 
           0.83,    1.20093e-11,    7.63511e-24 
          0.835,    1.51045e-11,    1.11033e-22 
           0.84,    1.89515e-11,   -8.23376e-23 
          0.845,    2.37315e-11,    -2.9487e-22 
           0.85,    2.96685e-11,    5.13504e-23 
          0.855,    3.70393e-11,    6.44093e-22 
           0.86,    4.61862e-11,    7.00053e-22 
          0.865,    5.75313e-11,    5.86873e-22 
           0.87,    7.15952e-11,    6.26899e-22 
          0.875,    8.90189e-11,    7.45171e-22 
           0.88,    1.10591e-10,    6.45873e-22 
          0.885,     1.3728e-10,    8.41071e-23 
           0.89,    1.70272e-10,    6.00076e-22 
          0.895,    2.11023e-10,    3.00635e-22 
            0.9,    2.61307e-10,   -7.82051e-22 
          0.905,    3.23288e-10,    6.62522e-22 
           0.91,      3.996e-10,   -1.90956e-22 
          0.915,    4.93434e-10,   -5.42528e-23 
           0.92,    6.08649e-10,   -3.96253e-22 
          0.925,    7.49898e-10,    1.42026e-22 
           0.93,    9.22762e-10,    5.38734e-22 
          0.935,    1.13392e-09,   -9.91976e-23 
           0.94,    1.39131e-09,   -5.08287e-22 
          0.945,    1.70435e-09,   -1.03812e-22 
           0.95,     2.0841e-09,   -9.13685e-23 
          0.955,    2.54353e-09,   -2.13682e-23 
           0.96,    3.09766e-09,    3.14759e-23 
          0.965,    3.76381e-09,   -5.21655e-23 
           0.97,    4.56172e-09,    2.14804e-22 
          0.975,    5.51365e-09,   -1.28078e-22 
           0.98,    6.64437e-09,    -3.1026e-22 
          0.985,    7.98102e-09,    2.53827e-22 
           0.99,    9.55275e-09,   -6.79459e-23 
          0.995,    1.13902e-08,   -2.27834e-22 
              1,    1.35243e-08,   -8.13328e-24 
