      z,       b_n0_Re,       b_n0_Im
             -1,    -0.00150387,   -6.29011e-20 
         -0.995,    -0.00147277,    1.18653e-20 
          -0.99,    -0.00144726,   -2.42817e-20 
         -0.985,    -0.00142762,     5.2213e-20 
          -0.98,    -0.00141409,   -4.66404e-20 
         -0.975,    -0.00140695,    2.75088e-20 
          -0.97,    -0.00140643,   -7.90996e-20 
         -0.965,    -0.00141279,    4.07577e-21 
          -0.96,    -0.00142627,    6.55789e-20 
         -0.955,    -0.00144711,   -6.03438e-20 
          -0.95,    -0.00147555,    3.87319e-21 
         -0.945,    -0.00151184,   -1.04158e-19 
          -0.94,    -0.00155619,   -5.11185e-20 
         -0.935,    -0.00160886,    5.44797e-21 
          -0.93,    -0.00167005,    1.03175e-19 
         -0.925,    -0.00173999,   -6.74353e-20 
          -0.92,    -0.00181886,    1.88736e-20 
         -0.915,    -0.00190685,   -2.37931e-20 
          -0.91,    -0.00200411,   -2.23057e-20 
         -0.905,    -0.00211078,   -4.02321e-20 
           -0.9,    -0.00222695,    1.64449e-20 
         -0.895,    -0.00235267,    9.29998e-20 
          -0.89,    -0.00248796,    4.44729e-20 
         -0.885,    -0.00263277,      3.913e-20 
          -0.88,    -0.00278699,    3.88881e-20 
         -0.875,    -0.00295048,    8.52147e-20 
          -0.87,      -0.003123,    1.51613e-20 
         -0.865,    -0.00330425,   -3.31513e-20 
          -0.86,    -0.00349387,    6.07176e-21 
         -0.855,    -0.00369142,   -1.74197e-19 
          -0.85,    -0.00389639,    6.55082e-20 
         -0.845,    -0.00410818,    5.84089e-20 
          -0.84,    -0.00432618,   -6.79362e-20 
         -0.835,    -0.00454966,   -1.94452e-19 
          -0.83,    -0.00477787,   -1.06593e-19 
         -0.825,    -0.00501004,   -3.24095e-20 
          -0.82,    -0.00524532,   -5.53923e-20 
         -0.815,    -0.00548287,    1.08428e-19 
          -0.81,    -0.00572184,    4.78071e-20 
         -0.805,    -0.00596138,    7.89244e-20 
           -0.8,    -0.00620064,    1.01045e-19 
         -0.795,    -0.00643882,    9.35056e-20 
          -0.79,    -0.00667513,    1.01703e-19 
         -0.785,    -0.00690884,   -7.68593e-20 
          -0.78,    -0.00713927,   -3.36926e-20 
         -0.775,    -0.00736578,    1.08675e-19 
          -0.77,    -0.00758781,   -7.76965e-20 
         -0.765,    -0.00780486,   -1.54557e-19 
          -0.76,    -0.00801648,   -5.14602e-20 
         -0.755,    -0.00822232,     9.9579e-20 
          -0.75,    -0.00842207,    2.20099e-20 
         -0.745,    -0.00861547,   -3.42043e-20 
          -0.74,    -0.00880235,    1.12598e-20 
         -0.735,    -0.00898258,    1.13023e-19 
          -0.73,    -0.00915607,   -5.22257e-20 
         -0.725,    -0.00932281,    9.94151e-20 
          -0.72,    -0.00948279,    3.98415e-20 
