      z,       a_n0_Re,       a_n0_Im
             -1   -3.14498e-07   -1.12106e-22 
         -0.995   -3.83967e-07   -1.91375e-22 
          -0.99    -4.6813e-07   -2.57214e-23 
         -0.985   -5.69845e-07   -6.12733e-23 
          -0.98   -6.92449e-07    -7.7173e-23 
         -0.975   -8.39809e-07    -1.3831e-23 
          -0.97   -1.01638e-06   -1.56627e-22 
         -0.965   -1.22723e-06   -4.62981e-22 
          -0.96   -1.47811e-06   -6.29425e-23 
         -0.955   -1.77542e-06   -3.76767e-23 
          -0.95   -2.12625e-06    5.83914e-23 
         -0.945   -2.53828e-06   -1.92826e-24 
          -0.94   -3.01972e-06    3.28371e-22 
         -0.935   -3.57915e-06    3.87237e-22 
          -0.93   -4.22531e-06   -2.79153e-22 
         -0.925   -4.96679e-06    4.40572e-24 
          -0.92   -5.81165e-06   -1.34762e-22 
         -0.915   -6.76696e-06   -1.55985e-23 
          -0.91   -7.83824e-06     3.4689e-22 
         -0.905   -9.02886e-06    -9.8495e-23 
           -0.9   -1.03393e-05    -1.9076e-23 
         -0.895   -1.17667e-05   -1.50446e-22 
          -0.89   -1.33037e-05    5.28919e-22 
         -0.885   -1.49384e-05   -1.05052e-22 
          -0.88   -1.66537e-05    2.64276e-22 
         -0.875    -1.8427e-05   -5.00159e-22 
          -0.87   -2.02307e-05    3.01255e-22 
         -0.865   -2.20317e-05   -3.11122e-22 
          -0.86   -2.37934e-05   -7.73467e-23 
         -0.855   -2.54757e-05    1.26734e-22 
          -0.85   -2.70373e-05    3.13127e-22 
         -0.845    -2.8437e-05   -2.27337e-22 
          -0.84   -2.96358e-05    -3.5191e-22 
         -0.835   -3.05989e-05    1.52967e-22 
          -0.83   -3.12977e-05    1.34642e-22 
         -0.825    -3.1711e-05   -1.98885e-23 
          -0.82   -3.18267e-05    7.38516e-24 
         -0.815   -3.16422e-05    7.68265e-23 
          -0.81   -3.11645e-05   -1.32671e-23 
         -0.805   -3.04098e-05    3.21591e-22 
           -0.8   -2.94025e-05   -4.24315e-22 
         -0.795   -2.81736e-05    4.04248e-22 
          -0.79   -2.67592e-05      3.665e-22 
         -0.785   -2.51984e-05    3.49804e-22 
          -0.78   -2.35316e-05   -3.68619e-22 
         -0.775   -2.17984e-05    6.46612e-22 
          -0.77   -2.00363e-05   -3.69467e-22 
         -0.765   -1.82795e-05     6.7667e-22 
          -0.76   -1.65576e-05    3.63271e-23 
         -0.755   -1.48958e-05    7.63944e-22 
          -0.75   -1.33139e-05   -8.49449e-24 
         -0.745   -1.18269e-05    1.38576e-22 
          -0.74    -1.0445e-05   -7.70446e-22 
         -0.735   -9.17403e-06    6.60931e-23 
          -0.73   -8.01635e-06    2.50017e-22 
         -0.725   -6.97109e-06    3.22208e-24 
          -0.72   -6.03495e-06    3.06331e-22 
         -0.715   -5.20276e-06    1.33772e-22 
          -0.71   -4.46802e-06   -6.17925e-23 
         -0.705   -3.82339e-06    3.36404e-23 
           -0.7   -3.26108e-06    1.63879e-22 
         -0.695   -2.77316e-06   -5.55835e-23 
          -0.69   -2.35185e-06    2.80349e-23 
         -0.685   -1.98967e-06   -2.39369e-22 
          -0.68   -1.67959e-06    5.95123e-22 
         -0.675   -1.41511e-06    3.20115e-23 
          -0.67   -1.19029e-06    3.58223e-22 
         -0.665    -9.9979e-07     6.0255e-23 
          -0.66   -8.38825e-07    7.91152e-23 
         -0.655   -7.03176e-07    5.93606e-23 
          -0.65   -5.89135e-07   -4.24886e-23 
         -0.645    -4.9347e-07    7.84479e-23 
          -0.64   -4.13382e-07    1.67688e-22 
         -0.635   -3.46457e-07    2.86425e-22 
          -0.63   -2.90625e-07    1.29077e-22 
         -0.625   -2.44117e-07    2.28272e-22 
          -0.62   -2.05431e-07    1.64845e-22 
         -0.615   -1.73292e-07    1.82478e-22 
          -0.61   -1.46621e-07    2.43099e-22 
         -0.605   -1.24513e-07   -5.75379e-23 
           -0.6   -1.06203e-07   -1.74669e-22 
         -0.595   -9.10521e-08     2.5908e-22 
          -0.59   -7.85251e-08   -1.19626e-22 
         -0.585   -6.81749e-08   -1.88391e-22 
          -0.58   -5.96286e-08   -3.54151e-22 
         -0.575   -5.25761e-08    3.50234e-22 
          -0.57   -4.67593e-08   -9.38265e-23 
         -0.565   -4.19639e-08   -2.41505e-22 
          -0.56   -3.80122e-08   -1.37895e-22 
         -0.555    -3.4757e-08   -6.52236e-23 
          -0.55   -3.20762e-08    8.94987e-23 
         -0.545    -2.9869e-08    4.23088e-23 
          -0.54    -2.8052e-08   -6.94018e-23 
         -0.535   -2.65562e-08    1.15367e-22 
          -0.53   -2.53248e-08   -1.63138e-22 
         -0.525   -2.43107e-08    1.42514e-22 
          -0.52   -2.34752e-08   -2.14188e-22 
         -0.515   -2.27865e-08    9.28693e-23 
          -0.51   -2.22182e-08    7.96162e-23 
         -0.505   -2.17486e-08   -6.07985e-23 
           -0.5   -2.13599e-08    -3.6804e-23 
         -0.495   -2.10374e-08    4.54414e-22 
          -0.49    -2.0769e-08    8.83298e-23 
         -0.485   -2.05449e-08    6.99019e-23 
          -0.48   -2.03568e-08   -1.78467e-22 
         -0.475    -2.0198e-08    -8.8639e-23 
          -0.47   -2.00631e-08   -4.11777e-22 
         -0.465   -1.99475e-08     3.9562e-23 
          -0.46   -1.98475e-08   -2.60636e-22 
         -0.455     -1.976e-08   -2.81985e-22 
          -0.45   -1.96827e-08   -1.72854e-22 
         -0.445   -1.96134e-08    6.08808e-23 
          -0.44   -1.95504e-08   -1.60517e-22 
         -0.435   -1.94925e-08    4.77374e-24 
          -0.43   -1.94384e-08    1.43176e-22 
         -0.425   -1.93874e-08   -4.33027e-23 
          -0.42   -1.93386e-08    3.17538e-22 
         -0.415   -1.92914e-08   -8.91207e-24 
          -0.41   -1.92454e-08   -3.14985e-22 
         -0.405   -1.92002e-08    2.26237e-22 
           -0.4   -1.91555e-08   -2.00938e-22 
         -0.395    -1.9111e-08    5.74701e-23 
          -0.39   -1.90666e-08   -5.54795e-22 
         -0.385    -1.9022e-08   -1.59653e-22 
          -0.38   -1.89771e-08   -2.22642e-22 
         -0.375    -1.8932e-08     3.0487e-22 
          -0.37   -1.88865e-08    2.94076e-22 
         -0.365   -1.88405e-08   -6.02645e-23 
          -0.36    -1.8794e-08   -3.64817e-22 
         -0.355   -1.87471e-08    6.11518e-22 
          -0.35   -1.86997e-08   -9.05446e-22 
         -0.345   -1.86518e-08    5.52231e-22 
          -0.34   -1.86035e-08   -3.89554e-22 
         -0.335   -1.85547e-08    2.27198e-22 
          -0.33   -1.85055e-08     5.9485e-22 
         -0.325   -1.84559e-08   -2.89097e-22 
          -0.32   -1.84059e-08    3.79422e-22 
         -0.315   -1.83556e-08    3.11383e-22 
          -0.31    -1.8305e-08     5.2074e-22 
         -0.305   -1.82542e-08    4.62059e-22 
           -0.3   -1.82031e-08   -8.00902e-22 
         -0.295   -1.81519e-08   -4.83591e-22 
          -0.29   -1.81006e-08    4.19228e-22 
         -0.285   -1.80492e-08   -3.98784e-22 
          -0.28   -1.79977e-08   -2.58892e-22 
         -0.275   -1.79463e-08    4.04463e-22 
          -0.27    -1.7895e-08    1.30608e-22 
         -0.265   -1.78439e-08    5.38172e-22 
          -0.26   -1.77929e-08   -1.20731e-21 
         -0.255   -1.77422e-08   -1.27259e-22 
          -0.25   -1.76919e-08    2.58288e-22 
         -0.245   -1.76419e-08    1.55182e-22 
          -0.24   -1.75925e-08   -1.36014e-22 
         -0.235   -1.75436e-08    2.03012e-22 
          -0.23   -1.74955e-08    3.15845e-22 
         -0.225   -1.74481e-08   -1.23044e-22 
          -0.22   -1.74016e-08    5.69113e-23 
         -0.215   -1.73562e-08   -8.64239e-23 
          -0.21   -1.73119e-08    1.61607e-22 
         -0.205   -1.72691e-08     3.6658e-23 
           -0.2   -1.72278e-08   -4.76566e-22 
         -0.195   -1.71882e-08    5.26827e-22 
          -0.19   -1.71507e-08   -2.63088e-22 
         -0.185   -1.71154e-08    4.17905e-22 
          -0.18   -1.70828e-08    1.08194e-21 
