Iamps = 72,	r0 = 0.2,	Nz = 401,	Leff = 0.642432
p0	0.25474	0.00026
p1	4.11760	0.00060
p2	-0.91860	0.00187
p3	0.56407	0.00351
p4	-0.33013	0.00386
p5	0.13172	0.00224
p6	0.25521	0.00026
p7	4.11719	0.00060
p8	-0.93334	0.00189
p9	0.56615	0.00352
p10	-0.27643	0.00382
p11	0.09570	0.00218
p12	1.13969	0.00016
