Iamps = 108,	r0 = 0.2,	Nz = 401,	Leff = 0.639361
p0	0.26025	0.00029
p1	4.03787	0.00057
p2	-0.73368	0.00166
p3	0.52505	0.00303
p4	-0.29499	0.00342
p5	0.10278	0.00195
p6	0.26009	0.00029
p7	4.03748	0.00057
p8	-0.72834	0.00165
p9	0.52861	0.00301
p10	-0.31944	0.00341
p11	0.11718	0.00196
p12	1.54770	0.00025
