Iamps = 36,	r0 = 0.2,	Nz = 401,	Leff = 0.654173
p0	0.24747	0.00029
p1	4.15451	0.00095
p2	-1.18687	0.00296
p3	0.68284	0.00565
p4	-0.36791	0.00546
p5	0.15189	0.00336
p6	0.24656	0.00029
p7	4.15291	0.00094
p8	-1.15718	0.00329
p9	0.68689	0.00551
p10	-0.46644	0.00626
p11	0.21154	0.00399
p12	0.58334	0.00008
