Iamps = 18,	R0 = 0.2,	Nz = 401,	Leff = 0.663419
p0	0.47884	0.00170
p1	3.72914	0.00504
p2	-0.42926	0.00837
p3	-1.76201	0.00572
p4	0.20321	0.00394
p5	0.34135	0.00177
p6	0.23454	0.00471
p7	4.19634	0.00734
p8	-0.16287	0.00691
p9	-0.76326	0.00423
p10	0.20272	0.00160
p11	0.08682	0.00050
p12	0.30166	0.00025
